<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.05.07	00:45:00	1.07678	1.07694	1.07669	1.07670	97	0	31
2024.05.07	01:00:00	1.07671	1.07694	1.07671	1.07682	112	0	25
2024.05.07	01:15:00	1.07682	1.07693	1.07682	1.07687	49	0	16
2024.05.07	01:30:00	1.07688	1.07688	1.07676	1.07681	105	0	16
2024.05.07	01:45:00	1.07681	1.07683	1.07676	1.07678	98	0	16
2024.05.07	02:00:00	1.07678	1.07678	1.07655	1.07656	131	0	15
2024.05.07	02:15:00	1.07657	1.07665	1.07652	1.07663	114	0	15
2024.05.07	02:30:00	1.07663	1.07675	1.07651	1.07662	115	0	15
2024.05.07	02:45:00	1.07663	1.07679	1.07658	1.07664	404	0	15
2024.05.07	03:00:00	1.07664	1.07685	1.07657	1.07671	456	0	15
2024.05.07	03:15:00	1.07673	1.07702	1.07673	1.07698	321	0	15
2024.05.07	03:30:00	1.07699	1.07736	1.07691	1.07725	368	0	15
2024.05.07	03:45:00	1.07725	1.07753	1.07718	1.07743	485	0	15
2024.05.07	04:00:00	1.07742	1.07761	1.07707	1.07714	495	0	15
2024.05.07	04:15:00	1.07714	1.07718	1.07664	1.07665	457	0	15
2024.05.07	04:30:00	1.07665	1.07665	1.07644	1.07649	560	0	15
2024.05.07	04:45:00	1.07649	1.07653	1.07633	1.07646	403	0	15
2024.05.07	05:00:00	1.07647	1.07653	1.07633	1.07643	364	0	15
2024.05.07	05:15:00	1.07642	1.07646	1.07599	1.07628	423	0	15
2024.05.07	05:30:00	1.07629	1.07658	1.07627	1.07635	349	0	15
2024.05.07	05:45:00	1.07636	1.07653	1.07619	1.07629	374	0	15
2024.05.07	06:00:00	1.07628	1.07641	1.07623	1.07640	340	0	15
2024.05.07	06:15:00	1.07641	1.07667	1.07640	1.07659	312	0	15
2024.05.07	06:30:00	1.07658	1.07676	1.07657	1.07659	249	0	15
2024.05.07	06:45:00	1.07660	1.07681	1.07660	1.07678	189	0	15
2024.05.07	07:00:00	1.07678	1.07686	1.07667	1.07678	195	0	15
2024.05.07	07:15:00	1.07678	1.07678	1.07665	1.07674	139	0	15
2024.05.07	07:30:00	1.07672	1.07672	1.07623	1.07636	627	0	15
2024.05.07	07:45:00	1.07637	1.07661	1.07634	1.07649	338	0	15
2024.05.07	08:00:00	1.07649	1.07672	1.07643	1.07671	347	0	15
2024.05.07	08:15:00	1.07672	1.07685	1.07657	1.07683	241	0	15
2024.05.07	08:30:00	1.07680	1.07684	1.07631	1.07636	361	0	15
2024.05.07	08:45:00	1.07637	1.07637	1.07565	1.07575	524	0	15
2024.05.07	09:00:00	1.07573	1.07591	1.07546	1.07573	892	0	15
2024.05.07	09:15:00	1.07573	1.07597	1.07556	1.07586	553	0	15
2024.05.07	09:30:00	1.07584	1.07602	1.07533	1.07599	723	0	15
2024.05.07	09:45:00	1.07599	1.07636	1.07591	1.07628	586	0	15
2024.05.07	10:00:00	1.07630	1.07664	1.07617	1.07621	1043	0	15
2024.05.07	10:15:00	1.07620	1.07663	1.07599	1.07641	837	0	15
2024.05.07	10:30:00	1.07640	1.07669	1.07609	1.07655	868	0	15
2024.05.07	10:45:00	1.07656	1.07687	1.07610	1.07638	598	0	15
2024.05.07	11:00:00	1.07638	1.07645	1.07548	1.07556	803	0	15
2024.05.07	11:15:00	1.07557	1.07615	1.07552	1.07582	660	0	15
2024.05.07	11:30:00	1.07592	1.07640	1.07592	1.07622	600	0	15
2024.05.07	11:45:00	1.07621	1.07631	1.07594	1.07630	618	0	15
2024.05.07	12:00:00	1.07629	1.07632	1.07599	1.07612	721	0	15
2024.05.07	12:15:00	1.07611	1.07622	1.07567	1.07569	608	0	15
2024.05.07	12:30:00	1.07568	1.07593	1.07553	1.07556	574	0	15
2024.05.07	12:45:00	1.07557	1.07600	1.07543	1.07586	536	0	15
2024.05.07	13:00:00	1.07587	1.07626	1.07574	1.07623	660	0	15
2024.05.07	13:15:00	1.07623	1.07645	1.07607	1.07627	475	0	15
2024.05.07	13:30:00	1.07628	1.07641	1.07609	1.07633	579	0	15
2024.05.07	13:45:00	1.07634	1.07688	1.07630	1.07681	570	0	15
2024.05.07	14:00:00	1.07683	1.07693	1.07647	1.07678	700	0	15
2024.05.07	14:15:00	1.07679	1.07694	1.07645	1.07672	592	0	15
2024.05.07	14:30:00	1.07673	1.07678	1.07644	1.07649	478	0	15
2024.05.07	14:45:00	1.07650	1.07672	1.07619	1.07658	788	0	15
2024.05.07	15:00:00	1.07658	1.07674	1.07633	1.07665	641	0	15
2024.05.07	15:15:00	1.07666	1.07736	1.07661	1.07718	640	0	15
2024.05.07	15:30:00	1.07719	1.07783	1.07718	1.07776	830	0	15
2024.05.07	15:45:00	1.07776	1.07781	1.07731	1.07747	988	0	15
2024.05.07	16:00:00	1.07748	1.07792	1.07732	1.07758	1077	0	15
2024.05.07	16:15:00	1.07757	1.07796	1.07757	1.07794	768	0	15
2024.05.07	16:30:00	1.07792	1.07865	1.07791	1.07844	1216	0	15
2024.05.07	16:45:00	1.07848	1.07851	1.07791	1.07799	987	0	15
2024.05.07	17:00:00	1.07800	1.07817	1.07760	1.07762	816	0	15
2024.05.07	17:15:00	1.07762	1.07781	1.07737	1.07761	1015	0	15
2024.05.07	17:30:00	1.07760	1.07763	1.07728	1.07734	757	0	15
2024.05.07	17:45:00	1.07733	1.07774	1.07719	1.07769	1086	0	15
2024.05.07	18:00:00	1.07770	1.07819	1.07757	1.07778	893	0	15
2024.05.07	18:15:00	1.07778	1.07797	1.07750	1.07752	677	0	15
2024.05.07	18:30:00	1.07753	1.07758	1.07690	1.07708	895	0	15
2024.05.07	18:45:00	1.07707	1.07739	1.07655	1.07657	1074	0	15
2024.05.07	19:00:00	1.07659	1.07732	1.07653	1.07723	984	0	15
2024.05.07	19:15:00	1.07723	1.07733	1.07708	1.07732	396	0	15
2024.05.07	19:30:00	1.07731	1.07733	1.07686	1.07699	454	0	15
2024.05.07	19:45:00	1.07701	1.07708	1.07665	1.07695	692	0	15
2024.05.07	20:00:00	1.07696	1.07699	1.07594	1.07609	690	0	15
2024.05.07	20:15:00	1.07608	1.07611	1.07552	1.07599	668	0	15
2024.05.07	20:30:00	1.07599	1.07635	1.07587	1.07609	391	0	15
2024.05.07	20:45:00	1.07610	1.07610	1.07556	1.07557	462	0	15
2024.05.07	21:00:00	1.07556	1.07558	1.07525	1.07539	541	0	15
2024.05.07	21:15:00	1.07539	1.07543	1.07485	1.07499	550	0	15
2024.05.07	21:30:00	1.07499	1.07506	1.07470	1.07504	451	0	15
2024.05.07	21:45:00	1.07504	1.07513	1.07478	1.07505	409	0	15
2024.05.07	22:00:00	1.07505	1.07545	1.07505	1.07529	428	0	15
2024.05.07	22:15:00	1.07529	1.07532	1.07508	1.07523	382	0	15
2024.05.07	22:30:00	1.07522	1.07538	1.07518	1.07532	372	0	15
2024.05.07	22:45:00	1.07533	1.07569	1.07533	1.07555	339	0	15
2024.05.07	23:00:00	1.07556	1.07556	1.07530	1.07538	143	0	16
2024.05.07	23:15:00	1.07539	1.07545	1.07533	1.07536	147	0	25
2024.05.07	23:30:00	1.07535	1.07539	1.07533	1.07539	204	0	25
2024.05.07	23:45:00	1.07538	1.07543	1.07521	1.07531	179	0	25
2024.05.08	00:00:00	1.07523	1.07539	1.07488	1.07538	59	0	36
2024.05.08	00:15:00	1.07536	1.07542	1.07534	1.07534	63	0	33
2024.05.08	00:30:00	1.07534	1.07538	1.07531	1.07535	121	0	31
2024.05.08	00:45:00	1.07534	1.07547	1.07532	1.07545	191	0	30
2024.05.08	01:00:00	1.07543	1.07552	1.07512	1.07518	110	0	25
2024.05.08	01:15:00	1.07519	1.07526	1.07518	1.07526	65	0	15
2024.05.08	01:30:00	1.07525	1.07532	1.07507	1.07507	104	0	15
2024.05.08	01:45:00	1.07508	1.07510	1.07498	1.07503	69	0	15
2024.05.08	02:00:00	1.07505	1.07505	1.07489	1.07489	98	0	15
2024.05.08	02:15:00	1.07488	1.07497	1.07481	1.07483	92	0	15
2024.05.08	02:30:00	1.07483	1.07496	1.07482	1.07489	68	0	15
2024.05.08	02:45:00	1.07488	1.07506	1.07468	1.07491	223	0	15
2024.05.08	03:00:00	1.07488	1.07512	1.07462	1.07506	393	0	15
2024.05.08	03:15:00	1.07505	1.07532	1.07500	1.07518	269	0	15
2024.05.08	03:30:00	1.07518	1.07534	1.07494	1.07499	370	0	15
2024.05.08	03:45:00	1.07499	1.07508	1.07466	1.07471	399	0	15
2024.05.08	04:00:00	1.07471	1.07480	1.07448	1.07462	402	0	15
2024.05.08	04:15:00	1.07463	1.07469	1.07406	1.07432	361	0	15
2024.05.08	04:30:00	1.07433	1.07437	1.07405	1.07427	443	0	15
2024.05.08	04:45:00	1.07426	1.07432	1.07393	1.07395	436	0	15
2024.05.08	05:00:00	1.07393	1.07393	1.07372	1.07390	286	0	15
2024.05.08	05:15:00	1.07392	1.07416	1.07375	1.07377	278	0	15
2024.05.08	05:30:00	1.07376	1.07392	1.07373	1.07392	414	0	15
2024.05.08	05:45:00	1.07391	1.07409	1.07391	1.07404	258	0	15
2024.05.08	06:00:00	1.07404	1.07407	1.07378	1.07403	331	0	15
2024.05.08	06:15:00	1.07404	1.07427	1.07393	1.07402	247	0	15
2024.05.08	06:30:00	1.07400	1.07409	1.07391	1.07408	261	0	15
2024.05.08	06:45:00	1.07407	1.07408	1.07395	1.07403	117	0	15
2024.05.08	07:00:00	1.07402	1.07410	1.07382	1.07410	220	0	15
2024.05.08	07:15:00	1.07409	1.07414	1.07388	1.07398	268	0	15
2024.05.08	07:30:00	1.07397	1.07408	1.07392	1.07404	265	0	15
2024.05.08	07:45:00	1.07403	1.07414	1.07393	1.07403	299	0	15
2024.05.08	08:00:00	1.07402	1.07405	1.07384	1.07393	300	0	15
2024.05.08	08:15:00	1.07392	1.07398	1.07381	1.07382	226	0	15
2024.05.08	08:30:00	1.07382	1.07403	1.07381	1.07392	248	0	15
2024.05.08	08:45:00	1.07393	1.07412	1.07377	1.07398	263	0	15
2024.05.08	09:00:00	1.07399	1.07443	1.07398	1.07443	313	0	15
2024.05.08	09:15:00	1.07443	1.07466	1.07434	1.07452	345	0	15
2024.05.08	09:30:00	1.07451	1.07482	1.07444	1.07445	382	0	15
2024.05.08	09:45:00	1.07445	1.07462	1.07418	1.07438	458	0	15
2024.05.08	10:00:00	1.07438	1.07453	1.07401	1.07422	710	0	15
2024.05.08	10:15:00	1.07423	1.07444	1.07373	1.07406	595	0	15
2024.05.08	10:30:00	1.07405	1.07439	1.07395	1.07417	733	0	15
2024.05.08	10:45:00	1.07416	1.07429	1.07363	1.07378	721	0	15
2024.05.08	11:00:00	1.07377	1.07408	1.07340	1.07386	825	0	15
2024.05.08	11:15:00	1.07385	1.07408	1.07362	1.07398	789	0	15
2024.05.08	11:30:00	1.07395	1.07432	1.07394	1.07418	716	0	15
2024.05.08	11:45:00	1.07418	1.07438	1.07405	1.07432	686	0	15
2024.05.08	12:00:00	1.07433	1.07466	1.07433	1.07451	686	0	15
2024.05.08	12:15:00	1.07450	1.07483	1.07440	1.07462	677	0	15
2024.05.08	12:30:00	1.07461	1.07496	1.07455	1.07494	815	0	15
2024.05.08	12:45:00	1.07496	1.07516	1.07486	1.07504	624	0	15
2024.05.08	13:00:00	1.07505	1.07519	1.07477	1.07487	554	0	15
2024.05.08	13:15:00	1.07486	1.07526	1.07482	1.07514	506	0	15
2024.05.08	13:30:00	1.07513	1.07526	1.07489	1.07510	509	0	15
2024.05.08	13:45:00	1.07510	1.07521	1.07478	1.07480	520	0	15
2024.05.08	14:00:00	1.07479	1.07531	1.07469	1.07476	688	0	15
2024.05.08	14:15:00	1.07476	1.07483	1.07453	1.07460	593	0	15
2024.05.08	14:30:00	1.07462	1.07476	1.07441	1.07452	528	0	15
2024.05.08	14:45:00	1.07452	1.07462	1.07432	1.07453	790	0	15
2024.05.08	15:00:00	1.07453	1.07460	1.07399	1.07415	670	0	15
2024.05.08	15:15:00	1.07418	1.07435	1.07395	1.07408	696	0	15
2024.05.08	15:30:00	1.07408	1.07458	1.07389	1.07451	702	0	15
2024.05.08	15:45:00	1.07452	1.07482	1.07445	1.07480	822	0	15
2024.05.08	16:00:00	1.07481	1.07512	1.07475	1.07486	906	0	15
2024.05.08	16:15:00	1.07487	1.07495	1.07453	1.07488	857	0	15
2024.05.08	16:30:00	1.07489	1.07526	1.07479	1.07506	1100	0	15
2024.05.08	16:45:00	1.07507	1.07531	1.07483	1.07497	871	0	15
2024.05.08	17:00:00	1.07499	1.07534	1.07474	1.07526	835	0	15
2024.05.08	17:15:00	1.07527	1.07540	1.07499	1.07524	922	0	15
2024.05.08	17:30:00	1.07523	1.07527	1.07466	1.07472	922	0	15
2024.05.08	17:45:00	1.07471	1.07491	1.07454	1.07484	968	0	15
2024.05.08	18:00:00	1.07484	1.07506	1.07434	1.07459	783	0	15
2024.05.08	18:15:00	1.07459	1.07488	1.07438	1.07466	578	0	15
2024.05.08	18:30:00	1.07468	1.07509	1.07455	1.07507	642	0	15
2024.05.08	18:45:00	1.07506	1.07566	1.07502	1.07539	615	0	15
2024.05.08	19:00:00	1.07538	1.07540	1.07498	1.07501	526	0	15
2024.05.08	19:15:00	1.07502	1.07509	1.07475	1.07475	388	0	15
2024.05.08	19:30:00	1.07474	1.07481	1.07437	1.07452	556	0	15
2024.05.08	19:45:00	1.07453	1.07479	1.07445	1.07449	516	0	15
2024.05.08	20:00:00	1.07450	1.07461	1.07428	1.07444	594	0	15
2024.05.08	20:15:00	1.07445	1.07450	1.07428	1.07438	379	0	15
2024.05.08	20:30:00	1.07439	1.07440	1.07399	1.07426	315	0	15
2024.05.08	20:45:00	1.07425	1.07425	1.07411	1.07423	314	0	15
2024.05.08	21:00:00	1.07422	1.07429	1.07402	1.07407	243	0	15
2024.05.08	21:15:00	1.07407	1.07441	1.07407	1.07438	279	0	15
2024.05.08	21:30:00	1.07435	1.07458	1.07429	1.07448	265	0	15
2024.05.08	21:45:00	1.07447	1.07459	1.07443	1.07444	317	0	15
2024.05.08	22:00:00	1.07443	1.07453	1.07434	1.07437	361	0	15
2024.05.08	22:15:00	1.07435	1.07446	1.07424	1.07428	288	0	15
2024.05.08	22:30:00	1.07428	1.07442	1.07423	1.07433	342	0	15
2024.05.08	22:45:00	1.07432	1.07451	1.07431	1.07446	290	0	15
2024.05.08	23:00:00	1.07445	1.07446	1.07425	1.07430	108	0	15
2024.05.08	23:15:00	1.07431	1.07442	1.07429	1.07439	106	0	25
2024.05.08	23:30:00	1.07438	1.07445	1.07438	1.07444	80	0	26
2024.05.08	23:45:00	1.07444	1.07470	1.07444	1.07467	192	0	25
2024.05.09	00:00:00	1.07467	1.07467	1.07427	1.07451	59	0	30
2024.05.09	00:15:00	1.07448	1.07469	1.07447	1.07456	101	0	30
2024.05.09	00:30:00	1.07455	1.07465	1.07452	1.07464	74	0	31
2024.05.09	00:45:00	1.07463	1.07479	1.07460	1.07471	60	0	29
2024.05.09	01:00:00	1.07478	1.07491	1.07473	1.07479	96	0	27
2024.05.09	01:15:00	1.07483	1.07492	1.07481	1.07488	70	0	16
2024.05.09	01:30:00	1.07488	1.07496	1.07482	1.07484	122	0	16
2024.05.09	01:45:00	1.07484	1.07485	1.07478	1.07481	74	0	17
2024.05.09	02:00:00	1.07485	1.07487	1.07470	1.07470	81	0	16
2024.05.09	02:15:00	1.07469	1.07471	1.07461	1.07461	34	0	16
2024.05.09	02:30:00	1.07460	1.07467	1.07454	1.07455	113	0	16
2024.05.09	02:45:00	1.07454	1.07460	1.07452	1.07458	221	0	15
2024.05.09	03:00:00	1.07459	1.07462	1.07417	1.07422	395	0	15
2024.05.09	03:15:00	1.07424	1.07447	1.07419	1.07440	286	0	15
2024.05.09	03:30:00	1.07441	1.07451	1.07415	1.07420	230	0	15
2024.05.09	03:45:00	1.07420	1.07450	1.07417	1.07424	397	0	15
2024.05.09	04:00:00	1.07424	1.07435	1.07413	1.07431	374	0	15
2024.05.09	04:15:00	1.07430	1.07447	1.07422	1.07435	394	0	15
2024.05.09	04:30:00	1.07435	1.07478	1.07432	1.07472	438	0	15
2024.05.09	04:45:00	1.07473	1.07477	1.07452	1.07467	426	0	15
2024.05.09	05:00:00	1.07467	1.07474	1.07445	1.07456	410	0	15
2024.05.09	05:15:00	1.07457	1.07461	1.07450	1.07451	271	0	15
2024.05.09	05:30:00	1.07452	1.07452	1.07442	1.07452	318	0	15
2024.05.09	05:45:00	1.07451	1.07470	1.07449	1.07466	168	0	15
2024.05.09	06:00:00	1.07467	1.07481	1.07461	1.07478	296	0	15
2024.05.09	06:15:00	1.07479	1.07508	1.07475	1.07477	270	0	15
2024.05.09	06:30:00	1.07477	1.07479	1.07456	1.07468	261	0	15
2024.05.09	06:45:00	1.07469	1.07481	1.07465	1.07468	286	0	15
2024.05.09	07:00:00	1.07469	1.07496	1.07466	1.07486	269	0	15
2024.05.09	07:15:00	1.07487	1.07488	1.07472	1.07475	374	0	15
2024.05.09	07:30:00	1.07475	1.07481	1.07458	1.07459	291	0	15
2024.05.09	07:45:00	1.07461	1.07463	1.07442	1.07444	225	0	15
2024.05.09	08:00:00	1.07446	1.07456	1.07435	1.07435	283	0	15
2024.05.09	08:15:00	1.07434	1.07445	1.07428	1.07444	174	0	15
2024.05.09	08:30:00	1.07444	1.07446	1.07425	1.07426	162	0	15
2024.05.09	08:45:00	1.07425	1.07442	1.07414	1.07429	218	0	15
2024.05.09	09:00:00	1.07432	1.07437	1.07413	1.07417	392	0	15
2024.05.09	09:15:00	1.07417	1.07420	1.07401	1.07409	330	0	15
2024.05.09	09:30:00	1.07409	1.07419	1.07374	1.07384	470	0	15
2024.05.09	09:45:00	1.07383	1.07386	1.07352	1.07365	402	0	15
2024.05.09	10:00:00	1.07366	1.07404	1.07357	1.07385	655	0	15
2024.05.09	10:15:00	1.07384	1.07395	1.07350	1.07369	457	0	15
2024.05.09	10:30:00	1.07366	1.07366	1.07305	1.07308	616	0	15
2024.05.09	10:45:00	1.07309	1.07342	1.07288	1.07338	659	0	15
2024.05.09	11:00:00	1.07337	1.07344	1.07303	1.07308	666	0	15
2024.05.09	11:15:00	1.07309	1.07323	1.07277	1.07279	443	0	15
2024.05.09	11:30:00	1.07274	1.07286	1.07254	1.07285	729	0	15
2024.05.09	11:45:00	1.07285	1.07306	1.07252	1.07272	628	0	15
2024.05.09	12:00:00	1.07273	1.07277	1.07254	1.07268	545	0	15
2024.05.09	12:15:00	1.07268	1.07288	1.07254	1.07265	503	0	15
2024.05.09	12:30:00	1.07264	1.07307	1.07262	1.07307	488	0	15
2024.05.09	12:45:00	1.07306	1.07307	1.07290	1.07295	513	0	15
2024.05.09	13:00:00	1.07296	1.07372	1.07293	1.07372	526	0	15
2024.05.09	13:15:00	1.07372	1.07376	1.07339	1.07353	438	0	15
2024.05.09	13:30:00	1.07352	1.07371	1.07344	1.07349	417	0	15
2024.05.09	13:45:00	1.07350	1.07350	1.07332	1.07339	531	0	15
2024.05.09	14:00:00	1.07338	1.07353	1.07265	1.07316	1219	0	15
2024.05.09	14:15:00	1.07317	1.07326	1.07294	1.07294	637	0	15
2024.05.09	14:30:00	1.07296	1.07296	1.07241	1.07242	1249	0	15
2024.05.09	14:45:00	1.07242	1.07313	1.07230	1.07264	1144	0	15
2024.05.09	15:00:00	1.07265	1.07333	1.07262	1.07319	911	0	15
2024.05.09	15:15:00	1.07320	1.07346	1.07294	1.07324	819	0	15
2024.05.09	15:30:00	1.07360	1.07615	1.07360	1.07607	2394	0	15
2024.05.09	15:45:00	1.07608	1.07611	1.07547	1.07584	1931	0	15
2024.05.09	16:00:00	1.07585	1.07585	1.07514	1.07522	1509	0	15
2024.05.09	16:15:00	1.07521	1.07607	1.07497	1.07578	1188	0	15
2024.05.09	16:30:00	1.07577	1.07631	1.07563	1.07631	1556	0	15
2024.05.09	16:45:00	1.07632	1.07668	1.07613	1.07627	1276	0	15
2024.05.09	17:00:00	1.07628	1.07704	1.07618	1.07672	1386	0	15
2024.05.09	17:15:00	1.07672	1.07751	1.07658	1.07747	1333	0	15
2024.05.09	17:30:00	1.07746	1.07793	1.07737	1.07755	1132	0	15
2024.05.09	17:45:00	1.07755	1.07758	1.07720	1.07749	907	0	15
2024.05.09	18:00:00	1.07752	1.07808	1.07742	1.07795	892	0	15
2024.05.09	18:15:00	1.07797	1.07803	1.07725	1.07754	577	0	15
2024.05.09	18:30:00	1.07754	1.07764	1.07737	1.07741	455	0	15
2024.05.09	18:45:00	1.07742	1.07753	1.07683	1.07694	587	0	15
2024.05.09	19:00:00	1.07696	1.07741	1.07695	1.07733	356	0	15
2024.05.09	19:15:00	1.07733	1.07769	1.07733	1.07736	478	0	15
2024.05.09	19:30:00	1.07738	1.07747	1.07708	1.07736	464	0	15
2024.05.09	19:45:00	1.07737	1.07757	1.07727	1.07751	377	0	15
2024.05.09	20:00:00	1.07750	1.07787	1.07727	1.07786	706	0	15
2024.05.09	20:15:00	1.07787	1.07793	1.07762	1.07789	613	0	15
2024.05.09	20:30:00	1.07789	1.07790	1.07767	1.07787	386	0	15
2024.05.09	20:45:00	1.07789	1.07794	1.07761	1.07765	463	0	15
2024.05.09	21:00:00	1.07766	1.07767	1.07748	1.07754	406	0	15
2024.05.09	21:15:00	1.07752	1.07777	1.07747	1.07775	322	0	15
2024.05.09	21:30:00	1.07776	1.07787	1.07767	1.07784	321	0	15
2024.05.09	21:45:00	1.07782	1.07818	1.07780	1.07809	318	0	15
2024.05.09	22:00:00	1.07808	1.07820	1.07800	1.07804	282	0	15
2024.05.09	22:15:00	1.07804	1.07813	1.07799	1.07806	250	0	15
2024.05.09	22:30:00	1.07806	1.07836	1.07802	1.07821	355	0	15
2024.05.09	22:45:00	1.07820	1.07828	1.07805	1.07815	445	0	15
2024.05.09	23:00:00	1.07814	1.07819	1.07798	1.07816	154	0	15
2024.05.09	23:15:00	1.07815	1.07820	1.07806	1.07811	86	0	25
2024.05.09	23:30:00	1.07811	1.07812	1.07806	1.07812	107	0	25
2024.05.09	23:45:00	1.07811	1.07812	1.07797	1.07805	165	0	25
2024.05.10	00:00:00	1.07805	1.07805	1.07774	1.07794	42	0	32
2024.05.10	00:15:00	1.07793	1.07813	1.07793	1.07800	86	0	33
2024.05.10	00:30:00	1.07800	1.07805	1.07798	1.07799	77	0	29
2024.05.10	00:45:00	1.07800	1.07801	1.07790	1.07795	95	0	30
2024.05.10	01:00:00	1.07796	1.07846	1.07795	1.07838	160	0	25
2024.05.10	01:15:00	1.07838	1.07849	1.07822	1.07822	133	0	16
2024.05.10	01:30:00	1.07823	1.07830	1.07817	1.07823	118	0	16
2024.05.10	01:45:00	1.07823	1.07840	1.07822	1.07837	88	0	15
2024.05.10	02:00:00	1.07840	1.07845	1.07827	1.07840	101	0	15
2024.05.10	02:15:00	1.07838	1.07838	1.07827	1.07835	83	0	15
2024.05.10	02:30:00	1.07835	1.07835	1.07812	1.07818	107	0	15
2024.05.10	02:45:00	1.07819	1.07821	1.07804	1.07809	145	0	15
2024.05.10	03:00:00	1.07808	1.07813	1.07778	1.07795	315	0	15
2024.05.10	03:15:00	1.07794	1.07794	1.07774	1.07786	180	0	15
2024.05.10	03:30:00	1.07787	1.07788	1.07772	1.07778	194	0	15
2024.05.10	03:45:00	1.07778	1.07794	1.07756	1.07783	482	0	15
2024.05.10	04:00:00	1.07782	1.07802	1.07781	1.07792	351	0	15
2024.05.10	04:15:00	1.07793	1.07817	1.07779	1.07803	341	0	15
2024.05.10	04:30:00	1.07804	1.07811	1.07765	1.07771	528	0	15
2024.05.10	04:45:00	1.07772	1.07784	1.07750	1.07752	392	0	15
2024.05.10	05:00:00	1.07752	1.07767	1.07728	1.07738	421	0	15
2024.05.10	05:15:00	1.07737	1.07739	1.07723	1.07738	351	0	15
2024.05.10	05:30:00	1.07739	1.07753	1.07732	1.07747	225	0	15
2024.05.10	05:45:00	1.07748	1.07753	1.07732	1.07732	235	0	15
2024.05.10	06:00:00	1.07732	1.07742	1.07729	1.07741	189	0	15
2024.05.10	06:15:00	1.07741	1.07747	1.07730	1.07744	220	0	15
2024.05.10	06:30:00	1.07744	1.07757	1.07742	1.07751	231	0	15
2024.05.10	06:45:00	1.07752	1.07753	1.07745	1.07751	208	0	15
2024.05.10	07:00:00	1.07752	1.07760	1.07751	1.07754	94	0	15
2024.05.10	07:15:00	1.07753	1.07757	1.07745	1.07750	98	0	15
2024.05.10	07:30:00	1.07751	1.07757	1.07747	1.07752	163	0	15
2024.05.10	07:45:00	1.07752	1.07753	1.07730	1.07730	166	0	15
2024.05.10	08:00:00	1.07731	1.07755	1.07729	1.07747	220	0	15
2024.05.10	08:15:00	1.07748	1.07760	1.07743	1.07753	204	0	15
2024.05.10	08:30:00	1.07753	1.07754	1.07732	1.07751	217	0	15
2024.05.10	08:45:00	1.07750	1.07758	1.07736	1.07748	218	0	15
2024.05.10	09:00:00	1.07747	1.07823	1.07740	1.07802	902	0	15
2024.05.10	09:15:00	1.07801	1.07808	1.07764	1.07772	493	0	15
2024.05.10	09:30:00	1.07773	1.07778	1.07724	1.07743	523	0	15
2024.05.10	09:45:00	1.07743	1.07760	1.07707	1.07759	615	0	15
2024.05.10	10:00:00	1.07760	1.07827	1.07760	1.07820	1095	0	15
2024.05.10	10:15:00	1.07819	1.07819	1.07753	1.07778	906	0	15
2024.05.10	10:30:00	1.07779	1.07832	1.07777	1.07810	893	0	15
2024.05.10	10:45:00	1.07809	1.07830	1.07790	1.07802	796	0	15
2024.05.10	11:00:00	1.07801	1.07827	1.07764	1.07818	1040	0	15
2024.05.10	11:15:00	1.07819	1.07859	1.07798	1.07804	762	0	15
2024.05.10	11:30:00	1.07804	1.07847	1.07793	1.07799	792	0	15
2024.05.10	11:45:00	1.07798	1.07815	1.07782	1.07798	797	0	15
2024.05.10	12:00:00	1.07800	1.07839	1.07787	1.07837	752	0	15
2024.05.10	12:15:00	1.07838	1.07849	1.07819	1.07848	692	0	15
2024.05.10	12:30:00	1.07848	1.07853	1.07809	1.07832	681	0	15
2024.05.10	12:45:00	1.07831	1.07833	1.07783	1.07789	731	0	15
2024.05.10	13:00:00	1.07788	1.07790	1.07746	1.07772	640	0	15
2024.05.10	13:15:00	1.07774	1.07810	1.07767	1.07792	489	0	15
2024.05.10	13:30:00	1.07793	1.07804	1.07771	1.07773	428	0	15
2024.05.10	13:45:00	1.07773	1.07780	1.07753	1.07777	605	0	15
2024.05.10	14:00:00	1.07778	1.07796	1.07762	1.07787	540	0	15
2024.05.10	14:15:00	1.07788	1.07790	1.07744	1.07752	502	0	15
2024.05.10	14:30:00	1.07751	1.07798	1.07750	1.07763	499	0	15
2024.05.10	14:45:00	1.07764	1.07786	1.07762	1.07785	405	0	15
2024.05.10	15:00:00	1.07784	1.07802	1.07773	1.07794	617	0	15
2024.05.10	15:15:00	1.07792	1.07804	1.07770	1.07772	678	0	15
2024.05.10	15:30:00	1.07772	1.07789	1.07675	1.07682	1086	0	15
2024.05.10	15:45:00	1.07683	1.07710	1.07654	1.07691	939	0	15
2024.05.10	16:00:00	1.07695	1.07749	1.07687	1.07742	827	0	15
2024.05.10	16:15:00	1.07743	1.07770	1.07735	1.07761	726	0	15
2024.05.10	16:30:00	1.07761	1.07840	1.07755	1.07839	950	0	15
2024.05.10	16:45:00	1.07840	1.07892	1.07840	1.07864	915	0	15
2024.05.10	17:00:00	1.07863	1.07889	1.07731	1.07731	1872	0	15
2024.05.10	17:15:00	1.07732	1.07732	1.07612	1.07617	1510	0	15
2024.05.10	17:30:00	1.07617	1.07678	1.07617	1.07655	934	0	15
