<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.05	15:15:00	1.09206	1.09271	1.09179	1.09189	1523	0	15
2024.01.05	15:30:00	1.09190	1.09190	1.08760	1.09165	5259	0	15
2024.01.05	15:45:00	1.09166	1.09244	1.09043	1.09202	3836	0	15
2024.01.05	16:00:00	1.09202	1.09383	1.09202	1.09251	3275	0	15
2024.01.05	16:15:00	1.09250	1.09478	1.09242	1.09448	2966	0	15
2024.01.05	16:30:00	1.09447	1.09489	1.09351	1.09393	2966	0	15
2024.01.05	16:45:00	1.09394	1.09540	1.09393	1.09483	2384	0	15
2024.01.05	17:00:00	1.09635	1.09976	1.09612	1.09848	4798	0	15
2024.01.05	17:15:00	1.09847	1.09911	1.09713	1.09803	3605	0	15
2024.01.05	17:30:00	1.09807	1.09930	1.09755	1.09885	3064	0	15
2024.01.05	17:45:00	1.09883	1.09919	1.09750	1.09773	2355	0	15
2024.01.05	18:00:00	1.09774	1.09791	1.09677	1.09752	2350	0	15
2024.01.05	18:15:00	1.09753	1.09797	1.09617	1.09623	2329	0	15
2024.01.05	18:30:00	1.09623	1.09694	1.09622	1.09678	1623	0	15
2024.01.05	18:45:00	1.09679	1.09689	1.09522	1.09552	1492	0	15
2024.01.05	19:00:00	1.09553	1.09555	1.09434	1.09482	1749	0	15
2024.01.05	19:15:00	1.09483	1.09537	1.09442	1.09447	1327	0	15
2024.01.05	19:30:00	1.09447	1.09505	1.09423	1.09494	1429	0	15
2024.01.05	19:45:00	1.09493	1.09504	1.09441	1.09454	1448	0	15
2024.01.05	20:00:00	1.09455	1.09455	1.09367	1.09370	1570	0	15
2024.01.05	20:15:00	1.09374	1.09451	1.09344	1.09444	1201	0	15
2024.01.05	20:30:00	1.09444	1.09531	1.09442	1.09500	1176	0	15
2024.01.05	20:45:00	1.09501	1.09553	1.09492	1.09535	865	0	15
2024.01.05	21:00:00	1.09534	1.09589	1.09529	1.09557	996	0	15
2024.01.05	21:15:00	1.09556	1.09562	1.09506	1.09528	783	0	15
2024.01.05	21:30:00	1.09528	1.09558	1.09467	1.09482	810	0	15
2024.01.05	21:45:00	1.09482	1.09482	1.09424	1.09444	984	0	15
2024.01.05	22:00:00	1.09443	1.09457	1.09409	1.09420	1076	0	15
2024.01.05	22:15:00	1.09420	1.09420	1.09372	1.09386	978	0	25
2024.01.05	22:30:00	1.09386	1.09398	1.09344	1.09387	690	0	25
2024.01.05	22:45:00	1.09388	1.09405	1.09362	1.09382	801	0	25
2024.01.05	23:00:00	1.09382	1.09383	1.09356	1.09370	433	0	25
2024.01.05	23:15:00	1.09370	1.09387	1.09365	1.09374	300	0	25
2024.01.05	23:30:00	1.09374	1.09383	1.09372	1.09378	316	0	25
2024.01.05	23:45:00	1.09377	1.09409	1.09376	1.09397	381	0	25
2024.01.08	00:00:00	1.09389	1.09426	1.09389	1.09423	21	0	54
2024.01.08	00:15:00	1.09423	1.09424	1.09412	1.09420	26	0	46
2024.01.08	00:30:00	1.09416	1.09426	1.09407	1.09426	27	0	45
2024.01.08	00:45:00	1.09426	1.09436	1.09424	1.09427	29	0	44
2024.01.08	01:00:00	1.09445	1.09450	1.09372	1.09383	289	0	15
2024.01.08	01:15:00	1.09382	1.09391	1.09347	1.09348	177	0	16
2024.01.08	01:30:00	1.09347	1.09365	1.09340	1.09364	261	0	15
2024.01.08	01:45:00	1.09364	1.09412	1.09364	1.09406	199	0	15
2024.01.08	02:00:00	1.09408	1.09430	1.09394	1.09430	263	0	15
2024.01.08	02:15:00	1.09431	1.09459	1.09430	1.09456	179	0	15
2024.01.08	02:30:00	1.09456	1.09478	1.09440	1.09469	176	0	15
2024.01.08	02:45:00	1.09468	1.09485	1.09467	1.09478	206	0	15
2024.01.08	03:00:00	1.09475	1.09496	1.09462	1.09482	269	0	15
2024.01.08	03:15:00	1.09480	1.09515	1.09477	1.09498	298	0	15
2024.01.08	03:30:00	1.09498	1.09517	1.09492	1.09512	407	0	15
2024.01.08	03:45:00	1.09512	1.09523	1.09464	1.09471	328	0	15
2024.01.08	04:00:00	1.09465	1.09469	1.09424	1.09427	270	0	15
2024.01.08	04:15:00	1.09424	1.09443	1.09416	1.09417	239	0	15
2024.01.08	04:30:00	1.09417	1.09418	1.09386	1.09392	185	0	15
2024.01.08	04:45:00	1.09390	1.09395	1.09352	1.09364	282	0	15
2024.01.08	05:00:00	1.09363	1.09373	1.09347	1.09367	297	0	15
2024.01.08	05:15:00	1.09367	1.09384	1.09364	1.09366	276	0	15
2024.01.08	05:30:00	1.09365	1.09365	1.09306	1.09327	340	0	15
2024.01.08	05:45:00	1.09328	1.09337	1.09307	1.09322	289	0	15
2024.01.08	06:00:00	1.09322	1.09333	1.09298	1.09312	380	0	15
2024.01.08	06:15:00	1.09310	1.09354	1.09310	1.09352	214	0	15
2024.01.08	06:30:00	1.09352	1.09362	1.09335	1.09353	169	0	15
2024.01.08	06:45:00	1.09352	1.09364	1.09330	1.09332	252	0	15
2024.01.08	07:00:00	1.09334	1.09352	1.09321	1.09347	317	0	15
2024.01.08	07:15:00	1.09348	1.09358	1.09340	1.09351	203	0	15
2024.01.08	07:30:00	1.09350	1.09350	1.09314	1.09342	368	0	15
2024.01.08	07:45:00	1.09341	1.09366	1.09335	1.09365	270	0	15
2024.01.08	08:00:00	1.09363	1.09398	1.09355	1.09394	363	0	15
2024.01.08	08:15:00	1.09394	1.09428	1.09388	1.09424	242	0	15
2024.01.08	08:30:00	1.09424	1.09435	1.09396	1.09422	348	0	15
2024.01.08	08:45:00	1.09423	1.09459	1.09422	1.09448	276	0	15
2024.01.08	09:00:00	1.09448	1.09514	1.09410	1.09502	915	0	15
2024.01.08	09:15:00	1.09503	1.09504	1.09436	1.09457	808	0	15
2024.01.08	09:30:00	1.09459	1.09465	1.09385	1.09440	995	0	15
2024.01.08	09:45:00	1.09442	1.09478	1.09431	1.09443	1097	0	15
2024.01.08	10:00:00	1.09443	1.09445	1.09292	1.09315	1788	0	15
2024.01.08	10:15:00	1.09314	1.09350	1.09287	1.09315	1293	0	15
2024.01.08	10:30:00	1.09316	1.09387	1.09307	1.09330	1399	0	15
2024.01.08	10:45:00	1.09331	1.09351	1.09307	1.09328	1083	0	15
2024.01.08	11:00:00	1.09329	1.09335	1.09264	1.09303	1272	0	15
2024.01.08	11:15:00	1.09304	1.09310	1.09242	1.09256	950	0	15
2024.01.08	11:30:00	1.09256	1.09332	1.09218	1.09316	1230	0	15
2024.01.08	11:45:00	1.09318	1.09415	1.09316	1.09364	1126	0	15
2024.01.08	12:00:00	1.09363	1.09402	1.09346	1.09356	1146	0	15
2024.01.08	12:15:00	1.09355	1.09395	1.09334	1.09367	830	0	15
2024.01.08	12:30:00	1.09367	1.09420	1.09358	1.09394	886	0	15
2024.01.08	12:45:00	1.09394	1.09426	1.09384	1.09417	859	0	15
2024.01.08	13:00:00	1.09416	1.09475	1.09394	1.09472	789	0	15
2024.01.08	13:15:00	1.09471	1.09498	1.09414	1.09416	1052	0	15
2024.01.08	13:30:00	1.09416	1.09441	1.09368	1.09369	694	0	15
2024.01.08	13:45:00	1.09368	1.09393	1.09360	1.09372	650	0	15
2024.01.08	14:00:00	1.09371	1.09473	1.09369	1.09471	953	0	15
2024.01.08	14:15:00	1.09470	1.09473	1.09412	1.09420	818	0	15
2024.01.08	14:30:00	1.09421	1.09426	1.09364	1.09412	847	0	15
2024.01.08	14:45:00	1.09412	1.09461	1.09404	1.09438	940	0	15
2024.01.08	15:00:00	1.09439	1.09483	1.09418	1.09431	1062	0	15
2024.01.08	15:15:00	1.09432	1.09480	1.09428	1.09477	1261	0	15
2024.01.08	15:30:00	1.09478	1.09554	1.09463	1.09519	1687	0	15
2024.01.08	15:45:00	1.09519	1.09519	1.09467	1.09499	1623	0	15
2024.01.08	16:00:00	1.09499	1.09577	1.09485	1.09551	1449	0	15
2024.01.08	16:15:00	1.09552	1.09588	1.09532	1.09548	1388	0	15
2024.01.08	16:30:00	1.09547	1.09619	1.09531	1.09567	1932	0	15
2024.01.08	16:45:00	1.09564	1.09601	1.09527	1.09596	1862	0	15
2024.01.08	17:00:00	1.09596	1.09659	1.09544	1.09630	1707	0	15
2024.01.08	17:15:00	1.09632	1.09709	1.09609	1.09684	1417	0	15
2024.01.08	17:30:00	1.09685	1.09709	1.09638	1.09677	1391	0	15
2024.01.08	17:45:00	1.09677	1.09737	1.09653	1.09682	1600	0	15
2024.01.08	18:00:00	1.09682	1.09779	1.09675	1.09759	1688	0	15
2024.01.08	18:15:00	1.09758	1.09761	1.09704	1.09723	1484	0	15
2024.01.08	18:30:00	1.09722	1.09773	1.09720	1.09768	919	0	15
2024.01.08	18:45:00	1.09769	1.09779	1.09709	1.09745	843	0	15
2024.01.08	19:00:00	1.09744	1.09779	1.09715	1.09723	907	0	15
2024.01.08	19:15:00	1.09722	1.09730	1.09655	1.09671	728	0	15
2024.01.08	19:30:00	1.09671	1.09672	1.09627	1.09648	705	0	15
2024.01.08	19:45:00	1.09647	1.09656	1.09617	1.09638	616	0	15
2024.01.08	20:00:00	1.09637	1.09649	1.09593	1.09595	485	0	15
2024.01.08	20:15:00	1.09594	1.09601	1.09558	1.09567	442	0	15
2024.01.08	20:30:00	1.09566	1.09572	1.09481	1.09510	555	0	15
2024.01.08	20:45:00	1.09508	1.09550	1.09506	1.09544	473	0	15
2024.01.08	21:00:00	1.09545	1.09580	1.09521	1.09574	638	0	15
2024.01.08	21:15:00	1.09574	1.09592	1.09564	1.09567	627	0	15
2024.01.08	21:30:00	1.09567	1.09608	1.09567	1.09598	614	0	15
2024.01.08	21:45:00	1.09597	1.09619	1.09587	1.09602	670	0	15
2024.01.08	22:00:00	1.09602	1.09602	1.09488	1.09494	655	0	16
2024.01.08	22:15:00	1.09493	1.09520	1.09481	1.09517	543	0	25
2024.01.08	22:30:00	1.09518	1.09553	1.09513	1.09523	714	0	25
2024.01.08	22:45:00	1.09522	1.09554	1.09500	1.09533	738	0	25
2024.01.08	23:00:00	1.09534	1.09548	1.09524	1.09542	398	0	25
2024.01.08	23:15:00	1.09542	1.09544	1.09501	1.09503	401	0	25
2024.01.08	23:30:00	1.09502	1.09506	1.09487	1.09493	316	0	25
2024.01.08	23:45:00	1.09494	1.09502	1.09483	1.09488	515	0	25
2024.01.09	00:00:00	1.09486	1.09498	1.09486	1.09492	4	0	36
2024.01.09	00:15:00	1.09488	1.09501	1.09481	1.09496	56	0	33
2024.01.09	00:30:00	1.09493	1.09509	1.09493	1.09498	257	0	30
2024.01.09	00:45:00	1.09497	1.09536	1.09482	1.09482	184	0	28
2024.01.09	01:00:00	1.09488	1.09519	1.09488	1.09507	160	0	15
2024.01.09	01:15:00	1.09507	1.09519	1.09504	1.09510	155	0	15
2024.01.09	01:30:00	1.09510	1.09511	1.09497	1.09504	118	0	15
2024.01.09	01:45:00	1.09504	1.09504	1.09487	1.09490	142	0	15
2024.01.09	02:00:00	1.09489	1.09559	1.09485	1.09555	496	0	15
2024.01.09	02:15:00	1.09556	1.09567	1.09537	1.09553	481	0	15
2024.01.09	02:30:00	1.09558	1.09586	1.09558	1.09571	444	0	15
2024.01.09	02:45:00	1.09569	1.09570	1.09531	1.09543	434	0	15
2024.01.09	03:00:00	1.09542	1.09569	1.09524	1.09525	663	0	15
2024.01.09	03:15:00	1.09524	1.09542	1.09515	1.09535	606	0	15
2024.01.09	03:30:00	1.09536	1.09543	1.09508	1.09521	680	0	15
2024.01.09	03:45:00	1.09521	1.09610	1.09519	1.09610	651	0	15
2024.01.09	04:00:00	1.09609	1.09627	1.09600	1.09605	637	0	15
2024.01.09	04:15:00	1.09606	1.09637	1.09601	1.09608	463	0	15
2024.01.09	04:30:00	1.09609	1.09632	1.09598	1.09629	302	0	15
2024.01.09	04:45:00	1.09629	1.09639	1.09610	1.09621	369	0	15
2024.01.09	05:00:00	1.09620	1.09637	1.09606	1.09625	438	0	15
2024.01.09	05:15:00	1.09625	1.09655	1.09619	1.09627	433	0	15
2024.01.09	05:30:00	1.09627	1.09643	1.09612	1.09634	333	0	15
2024.01.09	05:45:00	1.09632	1.09640	1.09599	1.09620	284	0	15
2024.01.09	06:00:00	1.09621	1.09622	1.09589	1.09590	279	0	15
2024.01.09	06:15:00	1.09594	1.09595	1.09526	1.09529	256	0	15
2024.01.09	06:30:00	1.09530	1.09556	1.09529	1.09543	252	0	15
2024.01.09	06:45:00	1.09542	1.09580	1.09538	1.09553	313	0	15
2024.01.09	07:00:00	1.09553	1.09554	1.09532	1.09533	229	0	15
2024.01.09	07:15:00	1.09533	1.09543	1.09481	1.09487	317	0	15
2024.01.09	07:30:00	1.09487	1.09509	1.09472	1.09476	415	0	15
2024.01.09	07:45:00	1.09477	1.09494	1.09473	1.09489	562	0	15
2024.01.09	08:00:00	1.09487	1.09524	1.09472	1.09517	516	0	15
2024.01.09	08:15:00	1.09517	1.09542	1.09500	1.09506	517	0	15
2024.01.09	08:30:00	1.09505	1.09520	1.09490	1.09516	457	0	15
2024.01.09	08:45:00	1.09517	1.09521	1.09479	1.09494	517	0	15
2024.01.09	09:00:00	1.09494	1.09535	1.09453	1.09528	871	0	15
2024.01.09	09:15:00	1.09527	1.09584	1.09520	1.09576	695	0	15
2024.01.09	09:30:00	1.09575	1.09621	1.09572	1.09590	756	0	15
2024.01.09	09:45:00	1.09590	1.09597	1.09546	1.09557	882	0	15
2024.01.09	10:00:00	1.09556	1.09558	1.09419	1.09419	1461	0	15
2024.01.09	10:15:00	1.09418	1.09432	1.09380	1.09396	1112	0	15
2024.01.09	10:30:00	1.09397	1.09454	1.09396	1.09447	1235	0	15
2024.01.09	10:45:00	1.09450	1.09510	1.09447	1.09489	1099	0	15
2024.01.09	11:00:00	1.09490	1.09498	1.09372	1.09377	978	0	15
2024.01.09	11:15:00	1.09376	1.09424	1.09373	1.09397	1026	0	15
2024.01.09	11:30:00	1.09397	1.09444	1.09382	1.09407	1083	0	15
2024.01.09	11:45:00	1.09406	1.09436	1.09395	1.09436	1045	0	15
2024.01.09	12:00:00	1.09444	1.09449	1.09352	1.09358	848	0	15
2024.01.09	12:15:00	1.09358	1.09472	1.09357	1.09455	970	0	15
2024.01.09	12:30:00	1.09453	1.09464	1.09400	1.09401	968	0	15
2024.01.09	12:45:00	1.09400	1.09408	1.09317	1.09347	932	0	15
2024.01.09	13:00:00	1.09347	1.09350	1.09293	1.09299	955	0	15
2024.01.09	13:15:00	1.09300	1.09340	1.09296	1.09337	868	0	15
2024.01.09	13:30:00	1.09337	1.09337	1.09279	1.09286	743	0	15
2024.01.09	13:45:00	1.09285	1.09315	1.09281	1.09304	763	0	15
2024.01.09	14:00:00	1.09304	1.09327	1.09281	1.09315	824	0	15
2024.01.09	14:15:00	1.09314	1.09407	1.09311	1.09387	921	0	15
2024.01.09	14:30:00	1.09386	1.09394	1.09282	1.09316	911	0	15
2024.01.09	14:45:00	1.09314	1.09407	1.09311	1.09398	1199	0	15
2024.01.09	15:00:00	1.09397	1.09460	1.09354	1.09450	1299	0	15
2024.01.09	15:15:00	1.09450	1.09458	1.09322	1.09350	1330	0	15
2024.01.09	15:30:00	1.09351	1.09448	1.09327	1.09381	1998	0	15
2024.01.09	15:45:00	1.09381	1.09459	1.09352	1.09451	2089	0	15
2024.01.09	16:00:00	1.09452	1.09470	1.09372	1.09417	1708	0	15
2024.01.09	16:15:00	1.09416	1.09448	1.09382	1.09417	1429	0	15
2024.01.09	16:30:00	1.09417	1.09504	1.09416	1.09422	2226	0	15
2024.01.09	16:45:00	1.09419	1.09458	1.09391	1.09458	1982	0	15
2024.01.09	17:00:00	1.09458	1.09458	1.09379	1.09406	1662	0	15
2024.01.09	17:15:00	1.09407	1.09440	1.09343	1.09368	1437	0	15
2024.01.09	17:30:00	1.09364	1.09364	1.09279	1.09281	1465	0	15
2024.01.09	17:45:00	1.09279	1.09281	1.09168	1.09170	1835	0	15
2024.01.09	18:00:00	1.09170	1.09198	1.09096	1.09156	1670	0	15
2024.01.09	18:15:00	1.09155	1.09272	1.09149	1.09252	1258	0	15
2024.01.09	18:30:00	1.09256	1.09290	1.09218	1.09224	1242	0	15
2024.01.09	18:45:00	1.09224	1.09343	1.09223	1.09335	1084	0	15
2024.01.09	19:00:00	1.09335	1.09356	1.09293	1.09319	1404	0	15
2024.01.09	19:15:00	1.09318	1.09381	1.09299	1.09369	987	0	15
2024.01.09	19:30:00	1.09374	1.09383	1.09327	1.09359	911	0	15
2024.01.09	19:45:00	1.09359	1.09377	1.09324	1.09331	742	0	15
2024.01.09	20:00:00	1.09332	1.09393	1.09315	1.09367	1221	0	15
2024.01.09	20:15:00	1.09367	1.09382	1.09273	1.09273	1026	0	15
2024.01.09	20:30:00	1.09274	1.09276	1.09223	1.09228	877	0	15
2024.01.09	20:45:00	1.09227	1.09259	1.09216	1.09233	938	0	15
2024.01.09	21:00:00	1.09232	1.09278	1.09227	1.09238	848	0	15
2024.01.09	21:15:00	1.09235	1.09238	1.09210	1.09219	832	0	15
2024.01.09	21:30:00	1.09218	1.09227	1.09192	1.09197	664	0	15
2024.01.09	21:45:00	1.09197	1.09245	1.09194	1.09244	632	0	15
2024.01.09	22:00:00	1.09245	1.09284	1.09238	1.09267	764	0	15
2024.01.09	22:15:00	1.09268	1.09283	1.09254	1.09269	618	0	25
2024.01.09	22:30:00	1.09269	1.09282	1.09256	1.09260	703	0	25
2024.01.09	22:45:00	1.09259	1.09272	1.09236	1.09266	801	0	25
2024.01.09	23:00:00	1.09265	1.09286	1.09263	1.09279	357	0	25
2024.01.09	23:15:00	1.09280	1.09294	1.09275	1.09286	377	0	25
2024.01.09	23:30:00	1.09285	1.09296	1.09284	1.09291	316	0	25
2024.01.09	23:45:00	1.09291	1.09302	1.09289	1.09297	240	0	25
2024.01.10	00:00:00	1.09297	1.09297	1.09247	1.09248	33	0	30
2024.01.10	00:15:00	1.09269	1.09275	1.09251	1.09259	92	0	38
2024.01.10	00:30:00	1.09260	1.09275	1.09260	1.09275	51	0	38
2024.01.10	00:45:00	1.09275	1.09281	1.09261	1.09262	53	0	33
2024.01.10	01:00:00	1.09264	1.09321	1.09264	1.09313	171	0	17
2024.01.10	01:15:00	1.09315	1.09315	1.09309	1.09312	59	0	16
2024.01.10	01:30:00	1.09312	1.09313	1.09288	1.09295	117	0	15
2024.01.10	01:45:00	1.09297	1.09310	1.09294	1.09310	83	0	16
2024.01.10	02:00:00	1.09310	1.09347	1.09307	1.09346	264	0	15
2024.01.10	02:15:00	1.09346	1.09355	1.09336	1.09347	259	0	15
2024.01.10	02:30:00	1.09342	1.09353	1.09293	1.09294	500	0	15
2024.01.10	02:45:00	1.09293	1.09327	1.09283	1.09299	581	0	15
2024.01.10	03:00:00	1.09299	1.09299	1.09253	1.09264	591	0	15
2024.01.10	03:15:00	1.09265	1.09285	1.09259	1.09276	540	0	15
2024.01.10	03:30:00	1.09275	1.09326	1.09273	1.09307	639	0	15
2024.01.10	03:45:00	1.09306	1.09321	1.09289	1.09313	495	0	15
2024.01.10	04:00:00	1.09314	1.09332	1.09310	1.09314	375	0	15
2024.01.10	04:15:00	1.09314	1.09344	1.09313	1.09324	337	0	15
2024.01.10	04:30:00	1.09323	1.09334	1.09310	1.09334	278	0	15
2024.01.10	04:45:00	1.09334	1.09350	1.09308	1.09330	370	0	15
2024.01.10	05:00:00	1.09330	1.09340	1.09305	1.09324	401	0	15
2024.01.10	05:15:00	1.09325	1.09352	1.09322	1.09338	397	0	15
2024.01.10	05:30:00	1.09339	1.09340	1.09306	1.09308	317	0	15
2024.01.10	05:45:00	1.09311	1.09315	1.09270	1.09282	439	0	15
2024.01.10	06:00:00	1.09281	1.09301	1.09281	1.09299	192	0	15
2024.01.10	06:15:00	1.09300	1.09306	1.09291	1.09300	197	0	15
2024.01.10	06:30:00	1.09301	1.09318	1.09294	1.09315	217	0	15
2024.01.10	06:45:00	1.09313	1.09322	1.09299	1.09311	281	0	15
2024.01.10	07:00:00	1.09311	1.09322	1.09297	1.09303	189	0	15
2024.01.10	07:15:00	1.09301	1.09328	1.09298	1.09318	192	0	15
2024.01.10	07:30:00	1.09317	1.09334	1.09314	1.09319	322	0	15
2024.01.10	07:45:00	1.09318	1.09321	1.09297	1.09312	475	0	15
2024.01.10	08:00:00	1.09313	1.09313	1.09268	1.09279	381	0	15
2024.01.10	08:15:00	1.09280	1.09326	1.09261	1.09303	429	0	15
2024.01.10	08:30:00	1.09304	1.09306	1.09266	1.09272	328	0	15
2024.01.10	08:45:00	1.09271	1.09286	1.09227	1.09238	647	0	15
2024.01.10	09:00:00	1.09242	1.09285	1.09237	1.09264	1122	0	15
2024.01.10	09:15:00	1.09265	1.09337	1.09247	1.09322	987	0	15
2024.01.10	09:30:00	1.09322	1.09395	1.09312	1.09395	1171	0	15
2024.01.10	09:45:00	1.09396	1.09444	1.09251	1.09254	1441	0	15
2024.01.10	10:00:00	1.09255	1.09329	1.09219	1.09301	1657	0	15
2024.01.10	10:15:00	1.09300	1.09413	1.09290	1.09402	1196	0	15
2024.01.10	10:30:00	1.09401	1.09401	1.09357	1.09380	1007	0	15
2024.01.10	10:45:00	1.09380	1.09442	1.09373	1.09424	1252	0	15
2024.01.10	11:00:00	1.09426	1.09481	1.09407	1.09470	1196	0	15
2024.01.10	11:15:00	1.09471	1.09490	1.09452	1.09469	812	0	15
2024.01.10	11:30:00	1.09470	1.09510	1.09465	1.09472	793	0	15
2024.01.10	11:45:00	1.09472	1.09482	1.09441	1.09463	818	0	15
2024.01.10	12:00:00	1.09460	1.09536	1.09442	1.09504	872	0	15
2024.01.10	12:15:00	1.09503	1.09540	1.09485	1.09522	895	0	15
2024.01.10	12:30:00	1.09523	1.09526	1.09464	1.09473	821	0	15
2024.01.10	12:45:00	1.09473	1.09524	1.09466	1.09483	511	0	15
2024.01.10	13:00:00	1.09488	1.09546	1.09474	1.09528	693	0	15
2024.01.10	13:15:00	1.09527	1.09529	1.09437	1.09439	699	0	15
2024.01.10	13:30:00	1.09437	1.09451	1.09408	1.09439	847	0	15
2024.01.10	13:45:00	1.09439	1.09463	1.09423	1.09452	786	0	15
2024.01.10	14:00:00	1.09452	1.09496	1.09447	1.09479	773	0	15
2024.01.10	14:15:00	1.09480	1.09485	1.09445	1.09480	582	0	15
2024.01.10	14:30:00	1.09482	1.09493	1.09424	1.09439	723	0	15
2024.01.10	14:45:00	1.09437	1.09460	1.09428	1.09430	840	0	15
2024.01.10	15:00:00	1.09430	1.09509	1.09406	1.09500	1055	0	15
2024.01.10	15:15:00	1.09503	1.09510	1.09413	1.09455	1187	0	15
2024.01.10	15:30:00	1.09454	1.09477	1.09418	1.09419	1280	0	15
2024.01.10	15:45:00	1.09418	1.09436	1.09397	1.09397	1059	0	15
2024.01.10	16:00:00	1.09396	1.09407	1.09364	1.09389	881	0	15
2024.01.10	16:15:00	1.09390	1.09390	1.09345	1.09373	823	0	15
2024.01.10	16:30:00	1.09373	1.09395	1.09322	1.09359	1233	0	15
2024.01.10	16:45:00	1.09360	1.09393	1.09312	1.09391	1635	0	15
2024.01.10	17:00:00	1.09392	1.09461	1.09348	1.09438	1720	0	15
2024.01.10	17:15:00	1.09439	1.09479	1.09434	1.09463	1505	0	15
2024.01.10	17:30:00	1.09462	1.09645	1.09462	1.09628	1786	0	15
2024.01.10	17:45:00	1.09627	1.09681	1.09626	1.09665	1678	0	15
2024.01.10	18:00:00	1.09664	1.09682	1.09608	1.09610	1267	0	15
2024.01.10	18:15:00	1.09610	1.09629	1.09560	1.09588	1342	0	15
2024.01.10	18:30:00	1.09589	1.09589	1.09516	1.09547	901	0	15
2024.01.10	18:45:00	1.09547	1.09589	1.09529	1.09588	788	0	15
2024.01.10	19:00:00	1.09588	1.09637	1.09573	1.09632	691	0	15
2024.01.10	19:15:00	1.09631	1.09659	1.09617	1.09653	625	0	15
2024.01.10	19:30:00	1.09652	1.09671	1.09643	1.09667	800	0	15
2024.01.10	19:45:00	1.09667	1.09668	1.09635	1.09663	668	0	15
2024.01.10	20:00:00	1.09662	1.09678	1.09586	1.09636	1149	0	15
2024.01.10	20:15:00	1.09635	1.09687	1.09629	1.09677	689	0	15
2024.01.10	20:30:00	1.09677	1.09681	1.09643	1.09664	621	0	15
2024.01.10	20:45:00	1.09662	1.09689	1.09651	1.09686	420	0	15
2024.01.10	21:00:00	1.09688	1.09699	1.09665	1.09681	541	0	15
2024.01.10	21:15:00	1.09680	1.09694	1.09669	1.09684	594	0	15
2024.01.10	21:30:00	1.09682	1.09696	1.09660	1.09688	570	0	15
2024.01.10	21:45:00	1.09688	1.09699	1.09661	1.09694	781	0	15
2024.01.10	22:00:00	1.09694	1.09714	1.09612	1.09646	560	0	16
2024.01.10	22:15:00	1.09644	1.09714	1.09608	1.09620	1478	0	25
2024.01.10	22:30:00	1.09619	1.09647	1.09602	1.09616	866	0	25
2024.01.10	22:45:00	1.09615	1.09645	1.09604	1.09641	849	0	25
2024.01.10	23:00:00	1.09641	1.09672	1.09636	1.09670	379	0	25
2024.01.10	23:15:00	1.09672	1.09687	1.09670	1.09682	286	0	25
2024.01.10	23:30:00	1.09681	1.09709	1.09680	1.09706	346	0	25
2024.01.10	23:45:00	1.09707	1.09717	1.09700	1.09711	268	0	25
2024.01.11	00:00:00	1.09673	1.09703	1.09665	1.09689	43	0	28
2024.01.11	00:15:00	1.09689	1.09705	1.09682	1.09698	195	0	25
2024.01.11	00:30:00	1.09697	1.09702	1.09684	1.09691	77	0	28
2024.01.11	00:45:00	1.09691	1.09710	1.09690	1.09710	85	0	25
2024.01.11	01:00:00	1.09708	1.09722	1.09701	1.09719	193	0	15
2024.01.11	01:15:00	1.09719	1.09727	1.09707	1.09719	174	0	15
2024.01.11	01:30:00	1.09720	1.09727	1.09717	1.09724	196	0	15
2024.01.11	01:45:00	1.09722	1.09739	1.09722	1.09732	141	0	15
2024.01.11	02:00:00	1.09734	1.09743	1.09721	1.09727	218	0	15
2024.01.11	02:15:00	1.09727	1.09754	1.09726	1.09747	294	0	15
2024.01.11	02:30:00	1.09747	1.09760	1.09741	1.09757	302	0	15
2024.01.11	02:45:00	1.09757	1.09779	1.09752	1.09770	329	0	15
2024.01.11	03:00:00	1.09771	1.09786	1.09758	1.09771	529	0	15
2024.01.11	03:15:00	1.09772	1.09777	1.09748	1.09761	423	0	15
2024.01.11	03:30:00	1.09759	1.09764	1.09742	1.09750	393	0	15
2024.01.11	03:45:00	1.09749	1.09794	1.09749	1.09782	423	0	15
2024.01.11	04:00:00	1.09781	1.09797	1.09768	1.09792	411	0	15
2024.01.11	04:15:00	1.09793	1.09840	1.09793	1.09794	564	0	15
2024.01.11	04:30:00	1.09795	1.09802	1.09763	1.09775	355	0	15
2024.01.11	04:45:00	1.09775	1.09791	1.09763	1.09773	269	0	15
2024.01.11	05:00:00	1.09773	1.09783	1.09766	1.09773	241	0	15
2024.01.11	05:15:00	1.09773	1.09788	1.09773	1.09778	209	0	15
2024.01.11	05:30:00	1.09778	1.09800	1.09775	1.09781	157	0	15
2024.01.11	05:45:00	1.09782	1.09803	1.09776	1.09795	205	0	15
2024.01.11	06:00:00	1.09794	1.09819	1.09793	1.09803	213	0	15
2024.01.11	06:15:00	1.09803	1.09805	1.09785	1.09790	221	0	15
2024.01.11	06:30:00	1.09787	1.09793	1.09769	1.09779	244	0	15
2024.01.11	06:45:00	1.09778	1.09791	1.09769	1.09769	228	0	15
2024.01.11	07:00:00	1.09767	1.09807	1.09748	1.09804	289	0	15
2024.01.11	07:15:00	1.09804	1.09805	1.09775	1.09787	269	0	15
2024.01.11	07:30:00	1.09789	1.09792	1.09774	1.09784	221	0	15
